x1,x2,label
2.243773663803545,0.40003973439876095,0
2.600360956645166,5.351411790978035,0
0.43917184907693074,-0.25544876715579523,0
2.1022723225338282,2.2093935191410443,0
1.986559073996569,0.86739018106605,0
2.703518379890263,4.944479838572371,0
2.052824558048973,5.818103017420082,0
2.3740074738016363,0.8517688427919046,0
2.295000627265999,0.6027934979275029,0
2.702760241045818,2.875185222534368,0
1.8521101091637915,1.2976761389901466,0
2.978033070939224,2.613676294827995,0
1.6573377422695141,2.1196661237794263,0
2.4258473484426792,3.9136101609101956,0
2.3301860892767907,4.077052507519706,0
3.713318080696369,1.983962459038461,0
1.5902058167427702,0.9655681793803055,0
2.4927835380603964,5.822430731802229,0
1.9088420338760999,0.8996088075936797,0
1.3404150274470084,4.626481969561753,0
2.594603336962754,4.357885670762988,0
1.4675922341690444,3.580403307666799,0
2.0933486473125824,3.5467214918225323,0
2.697143022358552,3.5589888719367058,0
2.543130850457516,3.168947673722229,0
2.2312955189519874,4.578220564596351,0
0.8342753441154669,2.2008219591067464,0
1.6237018765657636,1.402805379391645,0
1.779886199018653,6.7373532780859895,0
1.3073351074454054,5.420695886478702,0
0.6537041827073562,2.162787425035563,0
2.1302024520840046,4.4655558283981955,0
2.568981263834284,4.983368087999813,0
1.72101994220125,1.844120518338582,0
2.686380705005723,2.521739187795963,0
0.9794509413296624,0.16678196499129827,0
1.264438171198711,4.24290186013441,0
2.113940588856452,4.72621338516942,0
1.6581978829307726,3.3963492276917857,0
2.5004723151738695,2.226633650699404,0
2.365420190045929,1.3451851473333718,0
1.7095569227479426,2.0456552650041773,0
1.0433282835287683,4.217431201963954,0
1.6244781278378209,3.0312352968192187,0
2.384597327124727,4.116327940074861,0
2.532308087178229,2.753786288726441,0
1.661361350364677,2.8007044727340022,0
0.6501324528335761,-0.6177811810577181,0
0.9418403101164781,0.5068829309962957,0
2.3198193813787493,0.7363023615998481,0
1.6974699567684883,6.2480707444651635,0
1.7149888231508592,4.843788921167716,0
1.2531058559920982,2.486406105330925,0
1.2399823560715348,2.1524173102485937,0
2.6722465099659165,-1.3183010579808716,0
2.3475389148366856,3.5943390058306948,0
1.5246800354425645,-0.6151446359711366,0
2.0577036061710956,1.6762682273404939,0
2.186140969083763,3.054630363808607,0
3.281423113056732,2.4016109313174394,0
1.1812020059025081,3.4481890873907903,0
2.1759973471774123,6.397968938101092,0
2.668088996731663,3.8921776478737735,0
3.17064231297565,0.028092364192872754,0
1.4881987738002018,0.6835601464861876,0
1.6881521574753857,-0.441715368890772,0
2.5081207574515236,2.4444432572530665,0
0.8233549643978737,0.4610522969811459,0
2.2508110779601562,5.095316419735953,0
3.5973847133534296,10.284656165018324,0
2.331527546620797,0.5261546999203395,0
0.2943629754149526,3.6692786558595896,0
1.3496471237517391,1.9616068495507868,0
1.5103225607521535,2.648022783959037,0
2.852784184630115,3.3926214186133614,0
1.8730921303690493,0.41086561793547105,0
0.6602536442365143,1.7842302273166728,0
1.9569739593453437,7.419824783949707,0
2.1042196171783085,5.456848777557644,0
1.6005635211686784,0.03764058395743852,0
1.2279065902141024,1.1869348386606169,0
3.7027757859481314,0.9465333019390347,0
2.670791362989076,0.742682054782434,0
2.745258410299395,3.962377415264658,0
1.8746896818735277,2.898093684661415,0
1.4761698436564876,4.115180503705202,0
